"level","taxon","family","scale","b","dbh_max_cm","fit_level","fit_taxon"
"genus","Heynea","Meliaceae","0.299184","0.625506","21.4","genus","Heynea"
"genus","Hibiscus","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Hieronyma","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Himatanthus","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Hintonia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Hippocratea","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Hippomane","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Hiptage","Malpighiaceae","0.494214","0.533879","46","family","Malpighiaceae"
"genus","Hirtella","Chrysobalanaceae","0.530091","0.664845","41.5","genus","Hirtella"
"genus","Hodgkinsonia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Holigarna","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Hollandaea","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Holodiscus","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Holoptelea","Ulmaceae","0.543514","0.584826","82","family","Ulmaceae"
"genus","Homalium","Salicaceae","0.269022","0.657112","79.7","genus","Homalium"
"genus","Homalolepis","Simaroubaceae","0.386634","0.616087","78.9","family","Simaroubaceae"
"genus","Homonoia","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Hopea","Dipterocarpaceae","0.24721","0.637463","189.7","genus","Hopea"
"genus","Horsfieldia","Myristicaceae","0.476701","0.581508","55.6","genus","Horsfieldia"
"genus","Hovenia","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Huberantha","Annonaceae","0.348673","0.507397","68.4","genus","Huberantha"
"genus","Huberodendron","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Humboldtia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Hunteria","Apocynaceae","0.543405","0.398397","49.7","genus","Hunteria"
"genus","Hura","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Hybanthus","Violaceae","0.641656","0.483323","47.3","family","Violaceae"
"genus","Hydnocarpus","Achariaceae","0.1942","0.874886","45","genus","Hydnocarpus"
"genus","Hydrangea","Hydrangeaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Hylandia","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Hylodendron","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Hymenaea","Fabaceae","0.42193","0.653075","117.2","genus","Hymenaea"
"genus","Hymenocardia","Phyllanthaceae","0.239333","0.920065","23.9","genus","Hymenocardia"
"genus","Hymenolobium","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Hymenostegia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Hyperbaena","Menispermaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Hypericum","Hypericaceae","0.290452","0.639168","58","family","Hypericaceae"
"genus","Idesia","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Idiospermum","Calycanthaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Ilex","Aquifoliaceae","0.593439","0.501246","87.1","genus","Ilex"
"genus","Illicium","Schisandraceae","0.323358","0.578481","21.5","genus","Illicium"
"genus","Inga","Fabaceae","0.554979","0.594237","80","genus","Inga"
"genus","Intsia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Ipomoea","Convolvulaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Iresine","Amaranthaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Irvingbaileya","Stemonuraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Irvingia","Irvingiaceae","0.265302","0.805422","174","genus","Irvingia"
"genus","Iryanthera","Myristicaceae","0.454828","0.613182","136.8","family","Myristicaceae"
"genus","Isolona","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Isonandra","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Itea","Iteaceae","0.465747","0.406727","26.1","genus","Itea"
"genus","Ixonanthes","Ixonanthaceae","0.263012","0.629415","47.1","genus","Ixonanthes"
"genus","Ixora","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Jacaranda","Bignoniaceae","0.143953","0.913032","137.3","genus","Jacaranda"
"genus","Jacaratia","Caricaceae","0.317658","0.552639","81.8","genus","Jacaratia"
"genus","Jacksonia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Jacquinia","Primulaceae","0.396453","0.533411","65.5","family","Primulaceae"
"genus","Jagera","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Jatropha","Euphorbiaceae","0.358531","0.589547","28","genus","Jatropha"
"genus","Juglans","Juglandaceae","0.104073","1.08491","65.8","genus","Juglans"
"genus","Julbernardia","Fabaceae","0.37377","0.744504","135","genus","Julbernardia"
"genus","Juniperus","Cupressaceae","0.404473","0.588228","45","genus","Juniperus"
"genus","Kadua","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Kalmia","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Kalopanax","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"genus","Karrabina","Cunoniaceae","0.360003","0.728754","80.5","family","Cunoniaceae"
"genus","Karwinskia","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Kayea","Calophyllaceae","0.425105","0.65515","40.6","genus","Kayea"
"genus","Keayodendron","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Khaya","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Kibara","Monimiaceae","0.814479","0.417823","112","family","Monimiaceae"
"genus","Kibatalia","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Kielmeyera","Calophyllaceae","0.429355","0.665366","163","family","Calophyllaceae"
"genus","Kigelia","Bignoniaceae","0.280322","0.718885","137.3","family","Bignoniaceae"
"genus","Kingiodendron","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Kirkia","Kirkiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Klaineanthus","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Klainedoxa","Irvingiaceae","0.225071","0.834102","174","family","Irvingiaceae"
"genus","Kleinhovia","Malvaceae","0.252034","0.677027","47","genus","Kleinhovia"
"genus","Knema","Myristicaceae","0.432102","0.66211","71","genus","Knema"
"genus","Knightia","Proteaceae","0.310269","0.611372","88","genus","Knightia"
"genus","Koanophyllon","Asteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Koilodepas","Euphorbiaceae","0.356889","0.516596","42.5","genus","Koilodepas"
"genus","Kokoona","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Koompassia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Koordersiodendron","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Kopsia","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Krugiodendron","Rhamnaceae","0.370014","0.63658","23.6","genus","Krugiodendron"
"genus","Kunzea","Myrtaceae","0.270866","0.660033","79","genus","Kunzea"
"genus","Laburnum","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Lacistema","Lacistemataceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Lacmellea","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Lacunaria","Ochnaceae","0.299755","0.719512","114.7","family","Ochnaceae"
"genus","Laetia","Salicaceae","0.89283","0.440804","78","genus","Laetia"
"genus","Lafoensia","Lythraceae","0.261642","0.632124","59.5","family","Lythraceae"
"genus","Lagerstroemia","Lythraceae","0.224323","0.726752","25","genus","Lagerstroemia"
"genus","Laguncularia","Combretaceae","0.174262","0.744301","54.8","genus","Laguncularia"
"genus","Lannea","Anacardiaceae","0.221961","0.730825","103","genus","Lannea"
"genus","Lansium","Meliaceae","0.525178","0.565178","74.8","genus","Lansium"
"genus","Larix","Pinaceae","0.23145","0.73796","82","genus","Larix"
"genus","Lasianthus","Rubiaceae","0.357874","0.489303","23","genus","Lasianthus"
"genus","Lasiocarpus","Malpighiaceae","0.494214","0.533879","46","family","Malpighiaceae"
"genus","Lasiococca","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Lasiodiscus","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Lecaniodiscus","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Lecomtedoxa","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Lecythis","Lecythidaceae","0.542881","0.524279","110","genus","Lecythis"
"genus","Leea","Vitaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Leiospermum","Cunoniaceae","0.399252","0.606636","47.3","genus","Leiospermum"
"genus","Leonia","Violaceae","0.641656","0.483323","47.3","family","Violaceae"
"genus","Lepidobotrys","Lepidobotryaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Lepidopetalum","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Lepidotrichilia","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Lepidozamia","Zamiaceae","0.228162","0.708135","770","division","Gymnosperm"
"genus","Lepisanthes","Sapindaceae","0.4005","0.505974","27.9","genus","Lepisanthes"
"genus","Leplaea","Meliaceae","0.454802","0.633373","71.5","genus","Leplaea"
"genus","Leptactina","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Leptonychia","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Leptopus","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Leptospermum","Myrtaceae","0.134709","0.899362","32.1","genus","Leptospermum"
"genus","Lespedeza","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Lethedon","Thymelaeaceae","0.40676","0.583658","37.5","family","Thymelaeaceae"
"genus","Leucaena","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Leucopogon","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Levieria","Monimiaceae","0.814479","0.417823","112","family","Monimiaceae"
"genus","Libidibia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Licania","Chrysobalanaceae","0.477027","0.592862","81","genus","Licania"
"genus","Licaria","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Ligustrum","Oleaceae","0.434973","0.545344","88.8","family","Oleaceae"
"genus","Lindackeria","Achariaceae","0.332336","0.688604","80.9","family","Achariaceae"
"genus","Lindera","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Lindsayomyrtus","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Lippia","Verbenaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Liquidambar","Altingiaceae","0.375331","0.633713","80.5","genus","Liquidambar"
"genus","Liriodendron","Magnoliaceae","0.491236","0.596233","111.1","genus","Liriodendron"
"genus","Litchi","Sapindaceae","0.315928","0.559108","80","genus","Litchi"
"genus","Lithocarpus","Fagaceae","0.31484","0.623228","79.3","genus","Lithocarpus"
"genus","Litsea","Lauraceae","0.355471","0.571277","63.3","genus","Litsea"
"genus","Lomatia","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Lonchocarpus","Fabaceae","0.33393","0.642369","70.3","genus","Lonchocarpus"
"genus","Lonicera","Caprifoliaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Lophira","Ochnaceae","0.299755","0.719512","114.7","family","Ochnaceae"
"genus","Lophopetalum","Celastraceae","0.245047","0.75099","101.6","genus","Lophopetalum"
"genus","Lophostemon","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Loropetalum","Hamamelidaceae","0.965173","0.387314","44","family","Hamamelidaceae"
"genus","Lovoa","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Ludekia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Luehea","Malvaceae","0.242476","0.794868","169","genus","Luehea"
"genus","Lunania","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Lupinus","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Lyonia","Ericaceae","0.469479","0.540247","31.1","genus","Lyonia"
"genus","Lysiloma","Fabaceae","0.34064","0.665754","73.4","genus","Lysiloma"
"genus","Lysiphyllum","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Maackia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Maasia","Annonaceae","0.642717","0.472288","40.3","genus","Maasia"
"genus","Mabea","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Macaranga","Euphorbiaceae","0.266688","0.698921","110","genus","Macaranga"
"genus","Machaonia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Machilus","Lauraceae","0.306916","0.584869","58","genus","Machilus"
"genus","Maclura","Moraceae","1.20413","0.483878","53.3","genus","Maclura"
"genus","Maclurodendron","Rutaceae","0.34123","0.528375","46","genus","Maclurodendron"
"genus","Macrocnemum","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Macrolobium","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Macropanax","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"genus","Madhuca","Sapotaceae","0.364566","0.553403","40.3","genus","Madhuca"
"genus","Maerua","Capparaceae","0.223488","0.65496","33","genus","Maerua"
"genus","Maesa","Primulaceae","0.396453","0.533411","65.5","family","Primulaceae"
"genus","Maesobotrya","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Maesopsis","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Magnistipula","Chrysobalanaceae","0.490113","0.601551","99.9","family","Chrysobalanaceae"
"genus","Magnolia","Magnoliaceae","0.296675","0.652075","68","genus","Magnolia"
"genus","Magonia","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Majidea","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Mallotus","Euphorbiaceae","0.273602","0.746253","36","genus","Mallotus"
"genus","Malpighia","Malpighiaceae","0.51521","0.556864","25.7","genus","Malpighia"
"genus","Malus","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Malvaviscus","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Mammea","Calophyllaceae","0.429355","0.665366","163","family","Calophyllaceae"
"genus","Mangifera","Anacardiaceae","0.391133","0.66478","78","genus","Mangifera"
"genus","Manihot","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Manilkara","Sapotaceae","0.235673","0.751364","137.5","genus","Manilkara"
"genus","Maniltoa","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Mansonia","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Mappia","Icacinaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Maprounea","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Maquira","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Maranthes","Chrysobalanaceae","0.490113","0.601551","99.9","family","Chrysobalanaceae"
"genus","Mareyopsis","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Margaritaria","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Marila","Calophyllaceae","0.429355","0.665366","163","family","Calophyllaceae"
"genus","Mariosousa","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Markhamia","Bignoniaceae","0.180796","0.849092","33.4","genus","Markhamia"
"genus","Marlierea","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Marquesia","Dipterocarpaceae","0.482661","0.767051","158.3","genus","Marquesia"
"genus","Mascarenhasia","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Massularia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Mastixia","Nyssaceae","0.704961","0.474742","62","family","Nyssaceae"
"genus","Matayba","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Mayna","Achariaceae","0.332336","0.688604","80.9","family","Achariaceae"
"genus","Maytenus","Celastraceae","0.687718","0.602689","27.7","genus","Maytenus"
"genus","Medicosma","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Medusanthera","Stemonuraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Meineckia","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Meiocarpidium","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Meiogyne","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Melaleuca","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Melanochyla","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Melanorrhoea","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Melastoma","Melastomataceae","0.419234","0.403948","30","genus","Melastoma"
"genus","Melia","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Melicoccus","Sapindaceae","0.537971","0.44753","57.4","genus","Melicoccus"
"genus","Melicope","Rutaceae","0.334388","0.553517","45","genus","Melicope"
"genus","Melicytus","Violaceae","0.32757","0.708652","31.7","genus","Melicytus"
"genus","Meliosma","Sabiaceae","0.277978","0.657643","41.5","genus","Meliosma"
"genus","Memecylon","Melastomataceae","0.493984","0.479327","36.4","genus","Memecylon"
"genus","Menziesia","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Mespilus","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Mesua","Calophyllaceae","0.366165","0.730765","97.3","genus","Mesua"
"genus","Metasequoia","Cupressaceae","0.385224","0.556493","770","family","Cupressaceae"
"genus","Metopium","Anacardiaceae","0.216682","0.686823","59","genus","Metopium"
"genus","Metrosideros","Myrtaceae","0.21237","0.72388","176.4","genus","Metrosideros"
"genus","Mezilaurus","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Mezzettia","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Miconia","Melastomataceae","0.591206","0.619717","41.5","genus","Miconia"
"genus","Micrandra","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Microcos","Malvaceae","0.313932","0.612177","75","genus","Microcos"
"genus","Microdesmis","Pandaceae","0.372346","0.643272","74.6","family","Pandaceae"
"genus","Micromelum","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Micropholis","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Microtropis","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Milicia","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Miliusa","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Millettia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Mimosa","Fabaceae","0.26354","0.837195","57","genus","Mimosa"
"genus","Minquartia","Olacaceae","0.309663","0.67987","99.2","genus","Minquartia"
"genus","Mischarytera","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Mischocarpus","Sapindaceae","0.307037","0.580371","45.5","genus","Mischocarpus"
"genus","Mitrephora","Annonaceae","0.555747","0.393732","41.4","genus","Mitrephora"
"genus","Mollinedia","Monimiaceae","0.814479","0.417823","112","family","Monimiaceae"
"genus","Monanthotaxis","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Monodora","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Monoon","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Monotes","Dipterocarpaceae","0.223378","0.774201","212","family","Dipterocarpaceae"
"genus","Monteverdia","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Morella","Myricaceae","0.901493","0.335607","43.9","family","Myricaceae"
"genus","Morinda","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Morisonia","Capparaceae","0.542657","0.432976","33.3","family","Capparaceae"
"genus","Moronobea","Clusiaceae","0.338095","0.675771","77.4","family","Clusiaceae"
"genus","Mortoniodendron","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Morus","Moraceae","0.198105","0.901911","89.5","genus","Morus"
"genus","Mosannona","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Mosiera","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Moultonianthus","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Mouriri","Melastomataceae","0.84868","0.426054","49.7","genus","Mouriri"
"genus","Mucuna","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Multidentia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Murraya","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Musa","Musaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Musanga","Urticaceae","0.264232","0.788163","105.1","family","Urticaceae"
"genus","Musgravea","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Myoporum","Scrophulariaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Myrcia","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Myrciaria","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Myrianthus","Urticaceae","0.264232","0.788163","105.1","family","Urticaceae"
"genus","Myrica","Myricaceae","0.901493","0.335607","43.9","family","Myricaceae"
"genus","Myriocarpa","Urticaceae","0.264232","0.788163","105.1","family","Urticaceae"
"genus","Myristica","Myristicaceae","0.37704","0.696095","60.5","genus","Myristica"
"genus","Myrocarpus","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Myrospermum","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Myroxylon","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Myrsine","Primulaceae","0.216809","0.839614","42.1","genus","Myrsine"
"genus","Nabalus","Asteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Nageia","Podocarpaceae","0.34741","0.614147","266","family","Podocarpaceae"
"genus","Nauclea","Rubiaceae","0.418091","0.569117","112","genus","Nauclea"
"genus","Nectandra","Lauraceae","0.277957","0.72274","76.6","genus","Nectandra"
"genus","Neea","Nyctaginaceae","0.309743","0.647835","88.7","genus","Neea"
"genus","Neesia","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Nekemias","Vitaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Nematolepis","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Neo-uvaria","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Neobalanocarpus","Dipterocarpaceae","0.223378","0.774201","212","family","Dipterocarpaceae"
"genus","Neochevalierodendron","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Neocinnamomum","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Neolamarckia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Neolitsea","Lauraceae","0.238062","0.706119","65.3","genus","Neolitsea"
"genus","Neomillspaughia","Polygonaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Neomyrtus","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Neonauclea","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Neopanax","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"genus","Neorites","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Neoscortechinia","Euphorbiaceae","0.512508","0.562838","33.4","genus","Neoscortechinia"
"genus","Neoshirakia","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Nephelium","Sapindaceae","0.345498","0.614841","49","genus","Nephelium"
"genus","Nesogordonia","Malvaceae","0.107283","0.956255","77.2","genus","Nesogordonia"
"genus","Newtonia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Niemeyera","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Noronhia","Oleaceae","0.434973","0.545344","88.8","family","Oleaceae"
"genus","Notelaea","Oleaceae","0.434973","0.545344","88.8","family","Oleaceae"
"genus","Nothaphoebe","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Nothocissus","Vitaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Nothofagus","Nothofagaceae","0.269813","0.687883","206.3","genus","Nothofagus"
"genus","Notholithocarpus","Fagaceae","0.214181","0.780644","222.9","family","Fagaceae"
"genus","Nothopegia","Anacardiaceae","0.232772","0.87879","26.1","genus","Nothopegia"
"genus","Nyssa","Nyssaceae","0.738358","0.458379","62","genus","Nyssa"
"genus","Ochanostachys","Olacaceae","0.735148","0.401419","51.6","genus","Ochanostachys"
"genus","Ochna","Ochnaceae","0.283098","0.722721","36.9","genus","Ochna"
"genus","Ochroma","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Ochrosia","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Ocotea","Lauraceae","0.388796","0.652965","195","genus","Ocotea"
"genus","Octomeles","Tetramelaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Olax","Olacaceae","0.50961","0.592203","103","family","Olacaceae"
"genus","Oldfieldia","Picrodendraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Olea","Oleaceae","0.223759","0.694382","47.1","genus","Olea"
"genus","Olearia","Asteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Olinia","Penaeaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Omphalea","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Omphalocarpum","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Oncoba","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Ongokea","Olacaceae","0.50961","0.592203","103","family","Olacaceae"
"genus","Operculicarya","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Opisthiolepis","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Oreocnide","Urticaceae","0.264232","0.788163","105.1","family","Urticaceae"
"genus","Oreopanax","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"genus","Ormosia","Fabaceae","0.221553","0.724785","90","genus","Ormosia"
"genus","Orophea","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Oroxylum","Bignoniaceae","0.280322","0.718885","137.3","family","Bignoniaceae"
"genus","Orthion","Violaceae","0.496565","0.5758","25.3","genus","Orthion"
"genus","Osmanthus","Oleaceae","0.223187","0.725236","41.8","genus","Osmanthus"
"genus","Ostodes","Euphorbiaceae","0.333664","0.60565","40.1","genus","Ostodes"
"genus","Ostrya","Betulaceae","0.555286","0.553554","145","family","Betulaceae"
"genus","Otoba","Myristicaceae","0.454828","0.613182","136.8","family","Myristicaceae"
"genus","Otonephelium","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Otopappus","Asteraceae","0.347503","0.646075","385","division","Angiosperm"
