level,taxon,family,division,fit_level,fit_taxon,n,ln_a,b,sigma,r2,dbh_min_cm,dbh_max_cm,scale
genus,Pterygota,Malvaceae,Angiosperm,genus,Pterygota,33,-1.51493,0.773826,0.298623,0.863116,4,93.8,0.229848
genus,Ptychopyxis,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Pullea,Cunoniaceae,Angiosperm,family,Cunoniaceae,98,-1.12508,0.728754,0.454835,0.574266,2.5,80.5,0.360003
genus,Purshia,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Putranjiva,Putranjivaceae,Angiosperm,family,Putranjivaceae,559,-1.18648,0.668577,0.520522,0.562337,1.1,72.5,0.349585
genus,Pycnanthus,Myristicaceae,Angiosperm,genus,Pycnanthus,54,-2.40883,1.01154,0.297172,0.786695,13.1,124.2,0.0939796
genus,Pyrenaria,Theaceae,Angiosperm,family,Theaceae,1208,-1.25632,0.625259,0.401328,0.645191,1,73,0.308577
genus,Pyrularia,Santalaceae,Angiosperm,family,Santalaceae,42,-0.828685,0.400661,0.454585,0.269721,1,41.3,0.484149
genus,Pyrus,Rosaceae,Angiosperm,genus,Pyrus,118,-1.87107,0.758089,0.391583,0.518406,2.1,67,0.166227
genus,Quadrella,Capparaceae,Angiosperm,genus,Quadrella,171,-0.895641,0.641655,0.278781,0.723866,1.2,33.3,0.424526
genus,Qualea,Vochysiaceae,Angiosperm,genus,Qualea,39,-1.34563,0.763347,0.376904,0.651571,9.5,95,0.279541
genus,Quararibea,Malvaceae,Angiosperm,genus,Quararibea,216,-0.71044,0.581627,0.280561,0.918707,1,108.2,0.511155
genus,Quassia,Simaroubaceae,Angiosperm,genus,Quassia,34,-2.25246,0.928459,0.519345,0.636744,9.6,68.2,0.120321
genus,Quercus,Fagaceae,Angiosperm,genus,Quercus,63954,-1.8261,0.83828,0.368899,0.686491,1,203.7,0.17238
genus,Quiina,Ochnaceae,Angiosperm,family,Ochnaceae,215,-1.29361,0.719512,0.42147,0.667232,1,114.7,0.299755
genus,Quintinia,Paracryphiaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Racosperma,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Radermachera,Bignoniaceae,Angiosperm,genus,Radermachera,184,-1.88362,0.735325,0.39361,0.574713,3,44,0.164285
genus,Radlkofera,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Randia,Rubiaceae,Angiosperm,genus,Randia,151,-0.638866,0.441624,0.637188,0.20231,1,26.2,0.646707
genus,Rapanea,Primulaceae,Angiosperm,genus,Rapanea,64,-0.562007,0.475049,0.360029,0.379072,4,52.4,0.608234
genus,Rauvolfia,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Rawsonia,Achariaceae,Angiosperm,family,Achariaceae,167,-1.18536,0.688604,0.409278,0.617129,1.5,80.9,0.332336
genus,Recchia,Surianaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Reevesia,Malvaceae,Angiosperm,genus,Reevesia,124,-1.50764,0.655592,0.38629,0.53199,3,41,0.238585
genus,Reinwardtiodendron,Meliaceae,Angiosperm,genus,Reinwardtiodendron,82,-0.470874,0.55442,0.305283,0.678628,1.4,32.5,0.654244
genus,Retrophyllum,Podocarpaceae,Gymnosperm,family,Podocarpaceae,681,-1.10842,0.614147,0.319892,0.746055,1.9,266,0.34741
genus,Reynosia,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Rhabdodendron,Rhabdodendraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Rhamnella,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Rhamnus,Rhamnaceae,Angiosperm,genus,Rhamnus,300,-0.61096,0.607589,0.342578,0.558297,1,25,0.575636
genus,Rhaphiolepis,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Rhizophora,Rhizophoraceae,Angiosperm,genus,Rhizophora,210,-1.05736,0.736927,0.30409,0.822243,1,82.7,0.36381
genus,Rhodamnia,Myrtaceae,Angiosperm,genus,Rhodamnia,45,-1.19513,0.546301,0.411799,0.424687,3.2,39.2,0.329446
genus,Rhododendron,Ericaceae,Angiosperm,genus,Rhododendron,165,-0.940347,0.581779,0.285277,0.520305,1.8,27.5,0.40671
genus,Rhodoleia,Hamamelidaceae,Angiosperm,family,Hamamelidaceae,264,-0.14195,0.387314,0.461524,0.330204,1,44,0.965173
genus,Rhodomyrtus,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Rhodotypos,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Rhus,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Ricinodendron,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Rinorea,Violaceae,Angiosperm,genus,Rinorea,1067,-0.48322,0.483268,0.306638,0.679985,1,47.3,0.646484
genus,Rinoreocarpus,Violaceae,Angiosperm,family,Violaceae,1156,-0.492095,0.483323,0.311101,0.679641,1,47.3,0.641656
genus,Robinia,Fabaceae,Angiosperm,genus,Robinia,110,-0.92374,0.561226,0.391923,0.336163,2.9,48.4,0.428725
genus,Robinsonella,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Rochefortia,Boraginaceae,Angiosperm,family,Boraginaceae,362,-1.00836,0.564563,0.55653,0.492039,1,106.3,0.425924
genus,Rockinghamia,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Rollinia,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Rondeletia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Rothmannia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Roucheria,Linaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Roupala,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Rourea,Connaraceae,Angiosperm,family,Connaraceae,77,-1.22165,0.585382,0.426067,0.359038,2.5,37.3,0.322748
genus,Rubus,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Ruprechtia,Polygonaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Ryania,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Ryparosa,Achariaceae,Angiosperm,family,Achariaceae,167,-1.18536,0.688604,0.409278,0.617129,1.5,80.9,0.332336
genus,Sacoglottis,Humiriaceae,Angiosperm,genus,Sacoglottis,137,-1.27859,0.739458,0.338972,0.606579,9.6,98.5,0.294895
genus,Sageraea,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Sageretia,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Sagotia,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Salacia,Celastraceae,Angiosperm,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
genus,Salix,Salicaceae,Angiosperm,genus,Salix,59,-0.942425,0.566406,0.376772,0.71795,1,33,0.418346
genus,Salvertia,Vochysiaceae,Angiosperm,family,Vochysiaceae,117,-1.30568,0.729449,0.344753,0.639775,6,125.7,0.287582
genus,Sambucus,Adoxaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Samyda,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Sandoricum,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Santalum,Santalaceae,Angiosperm,family,Santalaceae,42,-0.828685,0.400661,0.454585,0.269721,1,41.3,0.484149
genus,Santiria,Burseraceae,Angiosperm,genus,Santiria,106,-1.02157,0.680358,0.416652,0.764642,1.2,93,0.392677
genus,Sapindus,Sapindaceae,Angiosperm,genus,Sapindus,36,-0.746983,0.506209,0.553529,0.420155,1.1,47,0.552233
genus,Sapium,Euphorbiaceae,Angiosperm,genus,Sapium,33,-1.57755,0.772819,0.471561,0.593153,4.3,77.7,0.230762
genus,Sapranthus,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Saprosma,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Saraca,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Sarcobatus,Sarcobataceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Sarcomelicope,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Sarcomphalus,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Sarcopteryx,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Sarcosperma,Sapotaceae,Angiosperm,genus,Sarcosperma,400,-1.48394,0.618743,0.419032,0.441552,3,61,0.247549
genus,Sarcotheca,Oxalidaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Sarcotoechia,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Sassafras,Lauraceae,Angiosperm,genus,Sassafras,34,-1.02822,0.634059,0.222784,0.846133,2.4,51.4,0.366629
genus,Saurauia,Actinidiaceae,Angiosperm,genus,Saurauia,61,-1.39817,0.726156,0.404168,0.512384,3.5,48,0.268072
genus,Savia,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Scaphium,Malvaceae,Angiosperm,genus,Scaphium,39,-0.870916,0.584068,0.280266,0.883049,1,97.4,0.435334
genus,Scaphocalyx,Achariaceae,Angiosperm,family,Achariaceae,167,-1.18536,0.688604,0.409278,0.617129,1.5,80.9,0.332336
genus,Scaphopetalum,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Schaefferia,Celastraceae,Angiosperm,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
genus,Schefflera,Araliaceae,Angiosperm,genus,Schefflera,1121,-1.90116,0.803168,0.467634,0.635181,2.5,138.1,0.166656
genus,Schima,Theaceae,Angiosperm,genus,Schima,825,-1.44891,0.692758,0.368679,0.651584,1.4,73,0.251341
genus,Schinziophyton,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Schizocalyx,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Schizolobium,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Schizomeria,Cunoniaceae,Angiosperm,family,Cunoniaceae,98,-1.12508,0.728754,0.454835,0.574266,2.5,80.5,0.360003
genus,Schleichera,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Schoepfia,Schoepfiaceae,Angiosperm,genus,Schoepfia,46,-0.945841,0.565676,0.397336,0.55375,1.2,23.1,0.420251
genus,Schoutenia,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Schumacheria,Dilleniaceae,Angiosperm,family,Dilleniaceae,320,-0.9912,0.507868,0.474276,0.310851,2.3,66,0.41531
genus,Sclerocarya,Anacardiaceae,Angiosperm,genus,Sclerocarya,86,-0.989032,0.698953,0.303248,0.872083,2,98.4,0.389437
genus,Sclerolobium,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Scleropyrum,Santalaceae,Angiosperm,genus,Scleropyrum,39,-1.27368,0.608053,0.444109,0.339724,3,41.3,0.308798
genus,Scolopia,Salicaceae,Angiosperm,genus,Scolopia,97,-1.16629,0.570357,0.413167,0.473623,1.8,56.6,0.339279
genus,Scorodocarpus,Olacaceae,Angiosperm,family,Olacaceae,464,-0.746868,0.592203,0.381469,0.573087,1.4,103,0.50961
genus,Scorodophloeus,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Scottellia,Achariaceae,Angiosperm,family,Achariaceae,167,-1.18536,0.688604,0.409278,0.617129,1.5,80.9,0.332336
genus,Scyphiphora,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Scyphocephalium,Myristicaceae,Angiosperm,family,Myristicaceae,964,-0.851103,0.613182,0.355717,0.708463,1,136.8,0.454828
genus,Scytopetalum,Lecythidaceae,Angiosperm,family,Lecythidaceae,1114,-0.900694,0.596827,0.391663,0.562421,1.1,186.2,0.438676
genus,Searsia,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Sebastiania,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Securidaca,Polygalaceae,Angiosperm,family,Polygalaceae,351,-1.0078,0.531684,0.399799,0.461213,1.3,60.3,0.395389
genus,Securinega,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Semecarpus,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Semialarium,Celastraceae,Angiosperm,genus,Semialarium,36,-1.39711,0.585454,0.489704,0.424046,2.6,25,0.278817
genus,Senegalia,Fabaceae,Angiosperm,genus,Senegalia,153,-0.960827,0.642915,0.325301,0.691981,2,94.9,0.403364
genus,Senna,Fabaceae,Angiosperm,genus,Senna,61,-1.02912,0.596026,0.520464,0.375858,1.2,26.6,0.409149
genus,Sequoia,Cupressaceae,Gymnosperm,family,Cupressaceae,563,-1.03097,0.556493,0.392518,0.571444,1,770,0.385224
genus,Sequoiadendron,Cupressaceae,Gymnosperm,family,Cupressaceae,563,-1.03097,0.556493,0.392518,0.571444,1,770,0.385224
genus,Sextonia,Lauraceae,Angiosperm,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
genus,Shirakiopsis,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Shorea,Dipterocarpaceae,Angiosperm,genus,Shorea,689,-0.948785,0.60057,0.386482,0.680451,1.2,212,0.417237
genus,Sideroxylon,Sapotaceae,Angiosperm,genus,Sideroxylon,215,-0.523498,0.451987,0.554543,0.219421,1.1,53.8,0.690915
genus,Simarouba,Simaroubaceae,Angiosperm,genus,Simarouba,85,-0.906645,0.611735,0.376737,0.831715,1,78.9,0.43358
genus,Simira,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Sindora,Fabaceae,Angiosperm,genus,Sindora,67,-1.38321,0.707213,0.472477,0.634351,1.4,102.9,0.280385
genus,Singaporandia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Sinoadina,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Siparuna,Siparunaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Siphonodon,Celastraceae,Angiosperm,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
genus,Sloanea,Elaeocarpaceae,Angiosperm,genus,Sloanea,137,-1.01838,0.672781,0.418094,0.757195,1.1,124.7,0.39417
genus,Sonneratia,Lythraceae,Angiosperm,family,Lythraceae,69,-1.43874,0.632124,0.442631,0.564493,2.7,59.5,0.261642
genus,Sophora,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Sorbus,Rosaceae,Angiosperm,genus,Sorbus,325,-0.334414,0.395865,0.359137,0.291821,1.3,67,0.763437
genus,Sorindeia,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Sorocea,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Spathandra,Melastomataceae,Angiosperm,family,Melastomataceae,523,-0.779471,0.547054,0.460786,0.517693,1,49.7,0.510018
genus,Spathiostemon,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Spathodea,Bignoniaceae,Angiosperm,family,Bignoniaceae,878,-1.40041,0.718885,0.507137,0.645503,1.1,137.3,0.280322
genus,Sphalmium,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Sphenostemon,Paracryphiaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Spondias,Anacardiaceae,Angiosperm,genus,Spondias,104,-1.85557,0.891587,0.468074,0.866002,1,104.5,0.174467
genus,Staudtia,Myristicaceae,Angiosperm,genus,Staudtia,95,-1.94632,0.87803,0.360096,0.643072,11.2,93.1,0.152364
genus,Steganotaenia,Apiaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Steganthera,Monimiaceae,Angiosperm,family,Monimiaceae,194,-0.272793,0.417823,0.367659,0.229018,10.3,112,0.814479
genus,Stemonocoleus,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Stemonurus,Stemonuraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Stenocarpus,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Stenostomum,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Sterculia,Malvaceae,Angiosperm,genus,Sterculia,353,-1.55112,0.763121,0.409088,0.752308,2.1,207.5,0.230514
genus,Stereospermum,Bignoniaceae,Angiosperm,genus,Stereospermum,75,-1.89309,0.816086,0.421975,0.529336,3,21,0.164629
genus,Storckiella,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Streblus,Moraceae,Angiosperm,genus,Streblus,361,-1.21064,0.60805,0.378041,0.42038,3,38.4,0.32008
genus,Strephonema,Combretaceae,Angiosperm,family,Combretaceae,1534,-1.12022,0.687025,0.395915,0.720486,1,191,0.352803
genus,Strobilanthes,Acanthaceae,Angiosperm,family,Acanthaceae,477,-1.19448,0.590213,0.364752,0.71692,1,103.3,0.323693
genus,Strombosia,Olacaceae,Angiosperm,genus,Strombosia,147,-0.972642,0.648287,0.363731,0.467993,7.6,73.8,0.403939
genus,Strombosiopsis,Olacaceae,Angiosperm,family,Olacaceae,464,-0.746868,0.592203,0.381469,0.573087,1.4,103,0.50961
genus,Strychnos,Loganiaceae,Angiosperm,genus,Strychnos,197,-2.02186,1.02949,0.429874,0.785174,1.4,47.4,0.145226
genus,Stryphnodendron,Fabaceae,Angiosperm,genus,Stryphnodendron,31,-1.31281,0.733489,0.378746,0.573079,8.6,86.3,0.289071
genus,Styphelia,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Styphnolobium,Fabaceae,Angiosperm,genus,Styphnolobium,47,-1.49058,0.7894,0.312941,0.529966,7.6,48.4,0.236546
genus,Styrax,Styracaceae,Angiosperm,genus,Styrax,107,-1.2624,0.603527,0.440886,0.340201,3.2,50.5,0.311857
genus,Sundacarpus,Podocarpaceae,Gymnosperm,family,Podocarpaceae,681,-1.10842,0.614147,0.319892,0.746055,1.9,266,0.34741
genus,Suregada,Euphorbiaceae,Angiosperm,genus,Suregada,84,-1.71455,0.773685,0.421029,0.490484,3.2,28,0.196731
genus,Swartzia,Fabaceae,Angiosperm,genus,Swartzia,80,-1.24996,0.730782,0.486419,0.714038,1.1,86,0.322497
genus,Swertia,Gentianaceae,Angiosperm,family,Gentianaceae,63,-1.17719,0.676834,0.238883,0.804805,3,66.2,0.317061
genus,Swietenia,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Swintonia,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Symphonia,Clusiaceae,Angiosperm,genus,Symphonia,33,0.0967629,0.347732,0.32858,0.262086,6.8,75.2,1.1627
genus,Symphoricarpos,Caprifoliaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Symplocos,Symplocaceae,Angiosperm,genus,Symplocos,1333,-0.888579,0.462329,0.4246,0.313228,1.1,60.4,0.450032
genus,Syncarpia,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Syndiclis,Lauraceae,Angiosperm,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
genus,Synima,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Synoum,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Synsepalum,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Syzygium,Myrtaceae,Angiosperm,genus,Syzygium,1954,-1.10013,0.591583,0.427592,0.489235,1.2,189,0.364688
genus,Tabebuia,Bignoniaceae,Angiosperm,genus,Tabebuia,51,-0.91241,0.700237,0.343523,0.903767,1.1,108.9,0.425961
genus,Tabernaemontana,Apocynaceae,Angiosperm,genus,Tabernaemontana,265,-1.22208,0.685835,0.434949,0.649966,1,95,0.323844
genus,Tachigali,Fabaceae,Angiosperm,genus,Tachigali,205,-0.875993,0.646104,0.346777,0.839858,1.3,95.6,0.442256
genus,Talisia,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Tamarindus,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Tambourissa,Monimiaceae,Angiosperm,family,Monimiaceae,194,-0.272793,0.417823,0.367659,0.229018,10.3,112,0.814479
genus,Taonabo,Pentaphylacaceae,Angiosperm,family,Pentaphylacaceae,1279,-1.16728,0.572801,0.404573,0.430511,1.2,112,0.337754
genus,Tapeinosperma,Primulaceae,Angiosperm,family,Primulaceae,607,-1.02926,0.533411,0.456215,0.479607,1,65.5,0.396453
genus,Tapirira,Anacardiaceae,Angiosperm,genus,Tapirira,52,-1.43988,0.803806,0.341637,0.614189,6.7,66.6,0.251196
genus,Tapoides,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Tapura,Dichapetalaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Tarenna,Rubiaceae,Angiosperm,genus,Tarenna,46,-1.24656,0.566867,0.437124,0.368639,1.6,29,0.316315
genus,Tarennoidea,Rubiaceae,Angiosperm,genus,Tarennoidea,76,-0.704465,0.346477,0.404848,0.225853,3,47.8,0.536594
genus,Tarrietia,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Tasmannia,Winteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Taxodium,Cupressaceae,Gymnosperm,family,Cupressaceae,563,-1.03097,0.556493,0.392518,0.571444,1,770,0.385224
genus,Taxus,Taxaceae,Gymnosperm,division,Gymnosperm,77655,-1.52419,0.708135,0.304932,0.651332,1,770,0.228162
genus,Tecoma,Bignoniaceae,Angiosperm,family,Bignoniaceae,878,-1.40041,0.718885,0.507137,0.645503,1.1,137.3,0.280322
genus,Tectona,Lamiaceae,Angiosperm,genus,Tectona,144,-3.2842,1.23936,0.320776,0.576978,5.8,37.1,0.0394486
genus,Teijsmanniodendron,Lamiaceae,Angiosperm,family,Lamiaceae,683,-1.20981,0.61105,0.537772,0.453723,1,77.5,0.344655
genus,Terminalia,Combretaceae,Angiosperm,genus,Terminalia,940,-1.12205,0.672585,0.36268,0.747288,1,191,0.347746
genus,Ternstroemia,Pentaphylacaceae,Angiosperm,genus,Ternstroemia,67,-1.15363,0.637913,0.500642,0.388114,2.1,58.5,0.357613
genus,Tessmannia,Fabaceae,Angiosperm,genus,Tessmannia,33,-2.55104,1.09647,0.401591,0.74205,11.6,83.5,0.0845509
genus,Tetraberlinia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Tetractomia,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Tetradium,Rutaceae,Angiosperm,genus,Tetradium,121,-1.30821,0.587689,0.426812,0.390133,3,48.5,0.29608
genus,Tetragastris,Burseraceae,Angiosperm,genus,Tetragastris,315,-0.992377,0.642161,0.347328,0.783943,1,140.3,0.393742
genus,Tetrameles,Tetramelaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
